,Delta
2020-06-18 05:00:00,-1.0410154999999859
2020-06-18 06:00:00,0.8572924166666809
2020-06-18 07:00:00,0.6920569166666724
2020-06-18 08:00:00,0.5238278333333355
2020-06-18 09:00:00,0.4821619166666693
2020-06-18 10:00:00,0.4170570833333258
2020-06-18 11:00:00,0.5075517500000046
2020-06-18 12:00:00,0.5173180833333433
2020-06-18 13:00:00,0.7501305833333305
2020-06-18 14:00:00,0.7837239166666734
2020-06-18 15:00:00,0.9177083333333228
2020-06-18 16:00:00,0.8500007499999995
2020-06-18 17:00:00,0.6587239166666663
2020-06-18 18:00:00,1.3902335833333268
2020-06-18 19:00:00,0.9666666666666686
2020-06-18 20:00:00,1.149609750000003
2020-06-18 21:00:00,0.9675791666666598
2020-06-18 22:00:00,0.866667249999999
2020-06-18 23:00:00,0.6743498333333378
2020-06-19 00:00:00,0.22500008333334165
2020-06-19 01:00:00,0.4678382500000069
2020-06-19 02:00:00,-0.06718741666666972
2020-06-19 03:00:00,-0.24140549999999195
2020-06-19 04:00:00,-0.4768221666666648
2020-06-19 05:00:00,-0.6748712500000167
2020-06-19 06:00:00,0.9927079166666816
2020-06-19 07:00:00,0.9084636666666696
2020-06-19 08:00:00,0.4071606666666483
2020-06-19 09:00:00,1.1257799999999918
2020-06-19 10:00:00,0.7579423333333253
2020-06-19 11:00:00,1.2427084166666729
2020-06-19 12:00:00,1.0584631666666766
2020-06-19 13:00:00,1.0071624166666595
2020-06-19 14:00:00,0.6165356666666568
2020-06-19 15:00:00,0.41640599999999495
2020-06-19 16:00:00,1.0739591666666684
2020-06-19 17:00:00,1.409244499999993
2020-06-19 18:00:00,0.8007804166666688
2020-06-19 19:00:00,0.7993493333333248
2020-06-19 20:00:00,0.9233076666666662
2020-06-19 21:00:00,0.6667967500000032
2020-06-19 22:00:00,0.2164048333333355
2020-06-19 23:00:00,0.6998702500000036
2020-06-20 00:00:00,0.5665370833333299
2020-06-20 01:00:00,0.5588536666666641
2020-06-20 02:00:00,2.998177166666657
2020-06-20 03:00:00,0.6846343333333351
2020-06-20 04:00:00,0.3915374166666652
2020-06-20 05:00:00,0.5088546666666787
2020-06-20 06:00:00,6.933334250000023
2020-06-20 07:00:00,7.674479749999988
2020-06-20 08:00:00,0.8003898333333197
2020-06-20 09:00:00,0.3927083333333457
2020-06-20 10:00:00,0.32487091666666856
2020-06-20 11:00:00,0.3759119166666807
2020-06-20 12:00:00,1.0914069166666636
2020-06-20 13:00:00,0.28333300000000605
2020-06-20 14:00:00,3.3667962499999935
2020-06-20 15:00:00,0.5408856666666679
2020-06-20 16:00:00,0.9588547500000216
2020-06-20 17:00:00,1.4502598333333268
2020-06-20 18:00:00,1.7747385833333238
2020-06-20 19:00:00,3.6330725833333295
2020-06-20 20:00:00,0.6916673333333421
2020-06-20 21:00:00,1.1921874166666695
2020-06-20 22:00:00,1.0917981666666563
2020-06-20 23:00:00,1.0067705833333278
2020-06-21 00:00:00,0.6244792499999932
2020-06-21 01:00:00,1.101432333333328
2020-06-21 02:00:00,2.100260333333331
2020-06-21 03:00:00,2.142187833333331
2020-06-21 04:00:00,1.174479666666656
2020-06-21 05:00:00,6.308463416666663
2020-06-21 06:00:00,7.1337245833333265
2020-06-21 07:00:00,6.025000083333339
2020-06-21 08:00:00,1.0338542500000116
2020-06-21 09:00:00,0.5161459166666731
2020-06-21 10:00:00,0.40052083333333854
2020-06-21 11:00:00,0.4920564166666637
2020-06-21 12:00:00,0.29179708333334986
2020-06-21 13:00:00,0.5990891666666585
2020-06-21 14:00:00,1.108203500000002
2020-06-21 15:00:00,1.0151042499999932
2020-06-21 16:00:00,4.623697333333325
2020-06-21 17:00:00,9.383463249999984
2020-06-21 18:00:00,1.3496102500000047
2020-06-21 19:00:00,4.158724333333339
2020-06-21 20:00:00,8.548308250000005
2020-06-21 21:00:00,0.8907550833333318
2020-06-21 22:00:00,0.40130166666667577
2020-06-21 23:00:00,1.0664052500000023
2020-06-22 00:00:00,0.6084640833333381
2020-06-22 01:00:00,0.4326818333333264
2020-06-22 02:00:00,2.276172333333349
2020-06-22 03:00:00,0.5317711666666582
2020-06-22 04:00:00,-0.42552024999999816
2020-06-22 05:00:00,-0.8496096666666729
2020-06-22 06:00:00,-1.066275916666676
2020-06-22 07:00:00,4.834244583333336
2020-06-22 08:00:00,8.399087416666651
2020-06-22 09:00:00,6.991667333333325
2020-06-22 10:00:00,4.716406333333339
2020-06-22 11:00:00,10.458593583333313
2020-06-22 12:00:00,7.400000166666674
2020-06-22 13:00:00,1.657550833333346
2020-06-22 14:00:00,4.692317583333335
2020-06-22 15:00:00,8.376693083333343
2020-06-22 16:00:00,1.5666663333333446
2020-06-22 17:00:00,0.4432280000000048
2020-06-22 18:00:00,-0.0919273333333308
2020-06-22 19:00:00,-0.3604166666666586
2020-06-22 20:00:00,-0.6828130000000101
2020-06-22 21:00:00,-0.8255205833333434
2020-06-22 22:00:00,-0.8748700833333487
2020-06-22 23:00:00,-0.9654951666666634
2020-06-23 00:00:00,-0.9665364166666636
2020-06-23 01:00:00,-1.0244790833333397
2020-06-23 02:00:00,-1.0749997500000106
2020-06-23 03:00:00,-1.1250011666666635
2020-06-23 04:00:00,-1.2333341666666584
2020-06-23 05:00:00,-1.3552108333333308
2020-06-23 06:00:00,0.6513026666666519
2020-06-23 07:00:00,5.80039166666667
2020-06-23 08:00:00,2.2830736666666525
2020-06-23 09:00:00,2.314974416666672
2020-06-23 10:00:00,1.7001305833333404
2020-06-23 11:00:00,0.7817710833333322
2020-06-23 12:00:00,0.8078129166666699
2020-06-23 13:00:00,0.8666658333333359
2020-06-23 14:00:00,0.4837249166666737
2020-06-23 15:00:00,0.5091152499999936
2020-06-23 16:00:00,0.6244794166666736
2020-06-23 17:00:00,0.4420570000000055
2020-06-23 18:00:00,-0.04205699999999269
2020-06-23 19:00:00,-0.3834636666666711
2020-06-23 20:00:00,-0.7001297499999949
2020-06-23 21:00:00,-0.8566407500000041
2020-06-23 22:00:00,-1.0494795000000041
2020-06-23 23:00:00,-1.1572915000000066
2020-06-24 00:00:00,-1.1337238333333275
2020-06-24 01:00:00,-1.1312513333333456
2020-06-24 02:00:00,-1.1936195833333445
2020-06-24 03:00:00,-1.1669262499999746
2020-06-24 04:00:00,-1.29843883333335
2020-06-24 05:00:00,-1.3243491666666571
2020-06-24 06:00:00,-1.3274756666666718
2020-06-24 07:00:00,-1.2924466666666703
2020-06-24 08:00:00,4.492707666666668
2020-06-24 09:00:00,5.817317500000017
2020-06-24 10:00:00,3.218098749999996
2020-06-24 11:00:00,6.425260083333328
2020-06-24 12:00:00,0.7011714166666607
2020-06-24 13:00:00,0.4416671666666616
2020-06-24 14:00:00,0.28320274999999384
2020-06-24 15:00:00,0.4174473333333353
2020-06-24 16:00:00,0.4917964166666664
2020-06-24 17:00:00,0.5006515000000036
2020-06-24 18:00:00,0.4427069999999915
2020-06-24 19:00:00,-0.03359325000000979
2020-06-24 20:00:00,1.2834636666666697
2020-06-24 21:00:00,5.3501304166666594
2020-06-24 22:00:00,3.0417960833333235
2020-06-24 23:00:00,3.3097658333333437
2020-06-25 00:00:00,1.9015617499999848
2020-06-25 01:00:00,0.4162757500000112
2020-06-25 02:00:00,-0.14974083333333965
2020-06-25 03:00:00,-0.3833322499999952
2020-06-25 04:00:00,-0.5100265000000022
2020-06-25 05:00:00,-0.5838528333333102
2020-06-25 06:00:00,0.950781500000005
2020-06-25 07:00:00,1.7005207500000026
2020-06-25 08:00:00,0.43411449999999263
2020-06-25 09:00:00,1.4394539999999978
2020-06-25 10:00:00,0.23489533333332704
2020-06-25 11:00:00,0.3916664166666593
2020-06-25 12:00:00,0.6084641666666712
2020-06-25 13:00:00,0.765755166666672
2020-06-25 14:00:00,0.8740881666666738
2020-06-25 15:00:00,0.9824222499999921
2020-06-25 16:00:00,1.0247395833333286
2020-06-25 17:00:00,1.792057166666666
2020-06-25 18:00:00,0.7760409166666804
2020-06-25 19:00:00,2.55716158333334
2020-06-25 20:00:00,0.06588566666666651
2020-06-25 21:00:00,0.5912757499999799
2020-06-25 22:00:00,1.6334643333333505
2020-06-25 23:00:00,0.5674481666666579
2020-06-26 00:00:00,0.6761716666666686
2020-06-26 01:00:00,1.1509113333333405
2020-06-26 02:00:00,0.4834634166666874
2020-06-26 03:00:00,-0.382421833333332
2020-06-26 04:00:00,-0.8174486666666709
2020-06-26 05:00:00,-1.0998702500000164
2020-06-26 06:00:00,-1.2996100000000157
2020-06-26 07:00:00,-1.1842451666666634
2020-06-26 08:00:00,8.817057583333321
2020-06-26 09:00:00,6.908462916666651
2020-06-26 10:00:00,9.259504916666664
2020-06-26 11:00:00,10.35911500000001
2020-06-26 12:00:00,10.281901916666683
2020-06-26 13:00:00,8.935025250000002
2020-06-26 14:00:00,5.816406083333312
2020-06-26 15:00:00,8.824999583333337
2020-06-26 16:00:00,1.8916662500000072
2020-06-26 17:00:00,0.5671868333333236
2020-06-26 18:00:00,1.4826830000000086
2020-06-26 19:00:00,1.074608833333336
2020-06-26 20:00:00,1.6084630000000146
2020-06-26 21:00:00,1.0921882499999995
2020-06-26 22:00:00,3.4343740000000054
2020-06-26 23:00:00,2.283463749999996
2020-06-27 00:00:00,6.181641083333332
2020-06-27 01:00:00,10.550389499999994
2020-06-27 02:00:00,8.37499991666666
2020-06-27 03:00:00,3.53137908333332
2020-06-27 04:00:00,0.5087230000000034
2020-06-27 05:00:00,1.7173179166666728
2020-06-27 06:00:00,7.225521333333332
2020-06-27 07:00:00,6.1083324166666415
2020-06-27 08:00:00,0.5489595000000165
2020-06-27 09:00:00,0.3925789166666718
2020-06-27 10:00:00,0.8678385833333381
2020-06-27 11:00:00,1.29140624999998
2020-06-27 12:00:00,1.4744784999999965
2020-06-27 13:00:00,1.95078041666666
2020-06-27 14:00:00,5.209113499999994
2020-06-27 15:00:00,11.54895908333333
2020-06-27 16:00:00,6.067968499999991
2020-06-27 17:00:00,3.749999083333336
2020-06-27 18:00:00,2.4841138333333177
2020-06-27 19:00:00,2.8256501666666693
2020-06-27 20:00:00,2.6726568333333347
2020-06-27 21:00:00,2.3153646666666603
2020-06-27 22:00:00,1.850391083333335
2020-06-27 23:00:00,3.0332035000000066
2020-06-28 00:00:00,1.2580732499999954
2020-06-28 01:00:00,1.6997399999999985
2020-06-28 02:00:00,1.3410156666666566
2020-06-28 03:00:00,1.7989588333333302
2020-06-28 04:00:00,1.01510549999999
2020-06-28 05:00:00,1.6600260000000089
2020-06-28 06:00:00,0.9579427500000008
2020-06-28 07:00:00,1.4335933333333344
2020-06-28 08:00:00,0.5916668333333277
2020-06-28 09:00:00,1.5510422500000018
2020-06-28 10:00:00,11.04062583333333
2020-06-28 11:00:00,6.348958749999994
2020-06-28 12:00:00,0.7416671666666659
2020-06-28 13:00:00,2.2828115833333342
2020-06-28 14:00:00,10.699738750000009
2020-06-28 15:00:00,6.425520249999992
2020-06-28 16:00:00,5.199609749999978
2020-06-28 17:00:00,4.166145666666671
2020-06-28 18:00:00,3.4483077499999983
2020-06-28 19:00:00,6.366667166666652
2020-06-28 20:00:00,8.60807358333333
2020-06-28 21:00:00,2.066797000000008
2020-06-28 22:00:00,1.7339843333333462
2020-06-28 23:00:00,1.6832034999999903
2020-06-29 00:00:00,1.317446916666654
2020-06-29 01:00:00,1.44218708333333
2020-06-29 02:00:00,0.840886833333343
2020-06-29 03:00:00,1.2575522499999965
2020-06-29 04:00:00,1.8253920833333341
2020-06-29 05:00:00,0.3751300833333247
2020-06-29 06:00:00,3.4404950833333245
2020-06-29 07:00:00,10.116145250000002
2020-06-29 08:00:00,11.016537666666665
2020-06-29 09:00:00,13.316536499999984
2020-06-29 10:00:00,14.874609249999994
2020-06-29 11:00:00,14.641146416666658
2020-06-29 12:00:00,14.05624975
2020-06-29 13:00:00,14.191275833333329
2020-06-29 14:00:00,9.75950391666666
2020-06-29 15:00:00,7.424347583333336
2020-06-29 16:00:00,9.657030166666658
2020-06-29 17:00:00,2.1510418333333234
2020-06-29 18:00:00,0.6169272500000034
2020-06-29 19:00:00,1.7839832499999986
2020-06-29 20:00:00,1.3423176666666734
2020-06-29 21:00:00,4.049869916666665
2020-06-29 22:00:00,7.207943416666666
2020-06-29 23:00:00,0.8855470833333356
2020-06-30 00:00:00,0.5496090833333369
2020-06-30 01:00:00,1.3742188333333305
2020-06-30 02:00:00,2.284114416666668
2020-06-30 03:00:00,8.606120083333337
2020-06-30 04:00:00,5.583072583333332
2020-06-30 05:00:00,2.2236972499999936
2020-06-30 06:00:00,2.298567999999996
2020-06-30 07:00:00,10.491796083333329
2020-06-30 08:00:00,10.083333999999999
2020-06-30 09:00:00,5.050259749999988
2020-06-30 10:00:00,11.682942499999989
2020-06-30 11:00:00,13.414454000000001
2020-06-30 12:00:00,12.141144833333335
2020-06-30 13:00:00,11.75560008333332
2020-06-30 14:00:00,10.224088166666654
2020-06-30 15:00:00,5.574218666666668
2020-06-30 16:00:00,3.533333416666665
2020-06-30 17:00:00,6.050780916666668
2020-06-30 18:00:00,6.500650666666651
2020-06-30 19:00:00,4.950651416666666
2020-06-30 20:00:00,13.191666666666643
2020-06-30 21:00:00,11.48177108333332
2020-06-30 22:00:00,2.3178378333333285
2020-06-30 23:00:00,2.4410157500000054
2020-07-01 00:00:00,1.7837245833333384
2020-07-01 01:00:00,2.725520500000002
2020-07-01 02:00:00,1.6341146666666546
2020-07-01 03:00:00,1.8410159166666562
2020-07-01 04:00:00,1.782422166666663
2020-07-01 05:00:00,1.5166658333333274
2020-07-01 06:00:00,2.1065107500000124
2020-07-01 07:00:00,10.024478749999988
2020-07-01 08:00:00,9.38359375000001
2020-07-01 09:00:00,2.3169267500000004
2020-07-01 10:00:00,10.441667083333321
2020-07-01 11:00:00,12.247396583333336
2020-07-01 12:00:00,12.441666666666665
2020-07-01 13:00:00,8.941536499999991
2020-07-01 14:00:00,4.558984583333327
2020-07-01 15:00:00,4.1497394166666695
2020-07-01 16:00:00,3.4175773333333415
2020-07-01 17:00:00,3.6014311666666567
2020-07-01 18:00:00,4.2063798333333295
2020-07-01 19:00:00,4.490885583333338
2020-07-01 20:00:00,4.173566916666658
2020-07-01 21:00:00,2.3248701666666705
2020-07-01 22:00:00,1.807422333333342
2020-07-01 23:00:00,1.6490878333333256
2020-07-02 00:00:00,1.4415362499999986
2020-07-02 01:00:00,0.9161465000000036
2020-07-02 02:00:00,1.0666671666666616
2020-07-02 03:00:00,0.05833250000000589
2020-07-02 04:00:00,-0.3506507499999998
2020-07-02 05:00:00,2.5835942499999973
2020-07-02 06:00:00,2.2824229166666754
2020-07-02 07:00:00,1.641536749999993
2020-07-02 08:00:00,1.4998696666666618
2020-07-02 09:00:00,2.549998499999994
2020-07-02 10:00:00,3.299844300000004
2020-07-02 11:00:00,16.397812599999995
2020-07-02 12:00:00,12.407810916666648
2020-07-02 13:00:00,10.636913375
2020-07-02 14:00:00,5.299999999999997
2020-07-02 15:00:00,4.158202249999988
2020-07-02 16:00:00,5.058464333333333
2020-07-02 17:00:00,4.773308
2020-07-02 18:00:00,5.10690091666666
2020-07-02 19:00:00,5.558853666666657
2020-07-02 20:00:00,9.52500091666667
2020-07-02 21:00:00,5.015755833333337
2020-07-02 22:00:00,2.301171333333322
2020-07-02 23:00:00,1.7662754166666588
2020-07-03 00:00:00,2.349088166666668
2020-07-03 01:00:00,1.384115000000001
2020-07-03 02:00:00,1.024088166666658
2020-07-03 03:00:00,1.1759122500000103
2020-07-03 04:00:00,1.3970050833333192
2020-07-03 05:00:00,1.3925780000000074
2020-07-03 06:00:00,1.8996089166666719
2020-07-03 07:00:00,1.7652346666666716
2020-07-03 08:00:00,2.001691749999992
2020-07-03 09:00:00,1.4330737500000057
2020-07-03 10:00:00,2.6083333333333196
2020-07-03 11:00:00,2.4005208333333314
2020-07-03 12:00:00,3.2658864166666604
2020-07-03 13:00:00,5.0486985
2020-07-03 14:00:00,5.2580731666666685
2020-07-03 15:00:00,13.791928
2020-07-03 16:00:00,10.482421500000008
2020-07-03 17:00:00,4.692187166666656
2020-07-03 18:00:00,9.064713583333322
2020-07-03 19:00:00,6.908593583333335
2020-07-03 20:00:00,5.466405583333327
2020-07-03 21:00:00,8.642317416666664
2020-07-03 22:00:00,7.117838166666665
2020-07-03 23:00:00,2.823828833333323
2020-07-04 00:00:00,2.275000833333344
2020-07-04 01:00:00,2.2423177500000047
2020-07-04 02:00:00,2.4321623333333378
2020-07-04 03:00:00,3.158984833333335
2020-07-04 04:00:00,1.984115166666669
2020-07-04 05:00:00,1.2240879166666545
2020-07-04 06:00:00,2.674999750000005
2020-07-04 07:00:00,1.8742176666666663
2020-07-04 08:00:00,1.4682293333333405
2020-07-04 09:00:00,2.7591153333333267
2020-07-04 10:00:00,5.533593083333329
2020-07-04 11:00:00,8.083073249999984
2020-07-04 12:00:00,3.1079422500000007
2020-07-04 13:00:00,4.54283916666666
2020-07-04 14:00:00,4.774870999999997
2020-07-04 15:00:00,6.857814083333332
2020-07-04 16:00:00,12.640754
2020-07-04 17:00:00,7.574609583333333
2020-07-04 18:00:00,4.358854333333319
2020-07-04 19:00:00,6.107032249999996
2020-07-04 20:00:00,6.130859833333347
2020-07-04 21:00:00,3.4011706666666583
2020-07-04 22:00:00,3.017318416666676
2020-07-04 23:00:00,3.282031499999995
2020-07-05 00:00:00,2.083332333333317
2020-07-05 01:00:00,2.4166668333333234
2020-07-05 02:00:00,1.8165369166666776
2020-07-05 03:00:00,1.8359367499999948
2020-07-05 04:00:00,2.0164059999999893
2020-07-05 05:00:00,1.6242189166666634
2020-07-05 06:00:00,2.425389916666667
2020-07-05 07:00:00,2.1092436666666714
2020-07-05 08:00:00,2.1667963333333238
2020-07-05 09:00:00,2.142317416666671
2020-07-05 10:00:00,2.915363499999991
2020-07-05 11:00:00,3.0925782499999954
2020-07-05 12:00:00,4.9666673333333335
2020-07-05 13:00:00,5.1249997500000015
2020-07-05 14:00:00,4.648568500000009
2020-07-05 15:00:00,10.791276583333321
2020-07-05 16:00:00,9.224348749999997
2020-07-05 17:00:00,5.457683833333341
2020-07-05 18:00:00,8.041667333333336
2020-07-05 19:00:00,11.398047499999995
2020-07-05 20:00:00,4.616926833333338
2020-07-05 21:00:00,4.740495083333336
2020-07-05 22:00:00,4.3743498333333415
2020-07-05 23:00:00,3.5250010833333363
2020-07-06 00:00:00,4.267316916666658
2020-07-06 01:00:00,4.824479666666684
2020-07-06 02:00:00,2.766926666666677
2020-07-06 03:00:00,1.8165376666666762
2020-07-06 04:00:00,2.458854416666668
2020-07-06 05:00:00,2.0001303333333382
2020-07-06 06:00:00,2.366406249999997
2020-07-06 07:00:00,8.691667333333326
2020-07-06 08:00:00,5.725259833333348
2020-07-06 09:00:00,4.808984416666653
2020-07-06 10:00:00,6.532811749999987
2020-07-06 11:00:00,10.950128499999993
2020-07-06 12:00:00,10.682812499999985
2020-07-06 13:00:00,7.908203333333333
2020-07-06 14:00:00,6.906770666666674
2020-07-06 15:00:00,6.499739416666657
2020-07-06 16:00:00,6.125389583333337
2020-07-06 17:00:00,7.016666416666659
2020-07-06 18:00:00,8.522917333333325
2020-07-06 19:00:00,10.348958499999988
2020-07-06 20:00:00,11.182030833333327
2020-07-06 21:00:00,4.941536583333324
2020-07-06 22:00:00,3.941015666666665
2020-07-06 23:00:00,4.018620249999998
2020-07-07 00:00:00,4.2587224999999975
2020-07-07 01:00:00,9.309895749999997
2020-07-07 02:00:00,1.991015833333336
2020-07-07 03:00:00,2.0751305
2020-07-07 04:00:00,1.4085938333333274
2020-07-07 05:00:00,2.274739833333335
2020-07-07 06:00:00,4.175130666666668
2020-07-07 07:00:00,10.741796833333332
2020-07-07 08:00:00,4.107811416666664
2020-07-07 09:00:00,6.341536583333331
2020-07-07 10:00:00,4.491406416666663
2020-07-07 11:00:00,13.475129916666653
2020-07-07 12:00:00,8.90026066666666
2020-07-07 13:00:00,5.2574226666666775
2020-07-07 14:00:00,11.523958000000007
2020-07-07 15:00:00,9.257812833333318
2020-07-07 16:00:00,5.457942833333334
2020-07-07 17:00:00,5.53346466666666
2020-07-07 18:00:00,6.7756517500000015
2020-07-07 19:00:00,11.326301916666644
2020-07-07 20:00:00,3.5414067499999784
2020-07-07 21:00:00,2.0252610000000004
2020-07-07 22:00:00,2.108984083333325
2020-07-07 23:00:00,4.125260749999995
2020-07-08 00:00:00,9.509374249999981
2020-07-08 01:00:00,2.4739580000000028
2020-07-08 02:00:00,-0.20807300000000595
2020-07-08 03:00:00,3.4750006666666597
2020-07-08 04:00:00,2.9830731666666708
2020-07-08 05:00:00,3.1259118333333262
2020-07-08 06:00:00,3.600650500000014
2020-07-08 07:00:00,7.807162416666671
2020-07-08 08:00:00,6.449349583333322
2020-07-08 09:00:00,2.091926416666652
2020-07-08 10:00:00,4.382292416666665
2020-07-08 11:00:00,4.298828416666673
2020-07-08 12:00:00,4.432421416666671
2020-07-08 13:00:00,11.957812083333307
2020-07-08 14:00:00,13.600000500000007
2020-07-08 15:00:00,13.124999333333328
2020-07-08 16:00:00,8.849868249999988
2020-07-08 17:00:00,4.8742190833333225
2020-07-08 18:00:00,5.874088416666673
2020-07-08 19:00:00,7.208202749999983
2020-07-08 20:00:00,4.666795749999992
2020-07-08 21:00:00,4.765886083333335
2020-07-08 22:00:00,4.858203249999995
2020-07-08 23:00:00,3.883853833333326
2020-07-09 00:00:00,3.4234379166666717
2020-07-09 01:00:00,3.316534999999988
2020-07-09 02:00:00,3.0989582500000026
2020-07-09 03:00:00,2.5839842500000003
2020-07-09 04:00:00,2.0582037499999966
2020-07-09 05:00:00,2.7914058333333287
2020-07-09 06:00:00,2.1249996666666533
2020-07-09 07:00:00,2.591666666666661
2020-07-09 08:00:00,3.483203500000002
2020-07-09 09:00:00,3.374347749999991
2020-07-09 10:00:00,4.707813000000009
2020-07-09 11:00:00,5.741406249999998
2020-07-09 12:00:00,5.966796333333335
2020-07-09 13:00:00,13.015754333333328
2020-07-09 14:00:00,12.632812333333321
2020-07-09 15:00:00,11.674479249999996
2020-07-09 16:00:00,11.688542166666654
2020-07-09 17:00:00,10.34179708333334
2020-07-09 18:00:00,9.258463583333317
2020-07-09 19:00:00,9.183984916666667
2020-07-09 20:00:00,8.52577966666665
2020-07-09 21:00:00,8.058593166666661
2020-07-09 22:00:00,7.816016583333316
2020-07-09 23:00:00,7.598698249999992
2020-07-10 00:00:00,7.626040749999994
2020-07-10 01:00:00,7.791273833333326
2020-07-10 02:00:00,7.592056416666665
2020-07-10 03:00:00,7.1510411666666664
2020-07-10 04:00:00,7.083333333333329
2020-07-10 05:00:00,6.903646000000008
2020-07-10 06:00:00,7.907812916666671
2020-07-10 07:00:00,8.349609416666668
2020-07-10 08:00:00,3.267188083333337
2020-07-10 09:00:00,2.866537000000001
2020-07-10 10:00:00,2.6916672500000094
2020-07-10 11:00:00,4.725780416666673
2020-07-10 12:00:00,6.208593166666674
2020-07-10 13:00:00,4.290495833333331
2020-07-10 14:00:00,5.4574218333333215
2020-07-10 15:00:00,4.250780750000004
2020-07-10 16:00:00,1.0161460833333391
2020-07-10 17:00:00,0.6166664999999938
2020-07-10 18:00:00,1.3850265833333208
2020-07-10 19:00:00,1.3261715833333272
2020-07-10 20:00:00,8.633983749999992
2020-07-10 21:00:00,9.081770500000003
2020-07-10 22:00:00,7.940884583333322
2020-07-10 23:00:00,5.797916666666667
2020-07-11 00:00:00,0.4999996666666746
2020-07-11 01:00:00,0.4408856666666736
2020-07-11 02:00:00,0.2346339999999856
2020-07-11 03:00:00,-0.06692708333332575
2020-07-11 04:00:00,6.025259500000003
2020-07-11 05:00:00,6.158854000000019
2020-07-11 06:00:00,7.232682499999997
2020-07-11 07:00:00,5.667447916666673
2020-07-11 08:00:00,2.1335937500000033
2020-07-11 09:00:00,8.057160833333334
2020-07-11 10:00:00,5.033723583333341
2020-07-11 11:00:00,8.291666083333325
2020-07-11 12:00:00,4.841145833333329
2020-07-11 13:00:00,8.550650916666676
2020-07-11 14:00:00,4.974869666666669
2020-07-11 15:00:00,6.592447416666643
2020-07-11 16:00:00,7.673176416666671
2020-07-11 17:00:00,2.073567583333322
2020-07-11 18:00:00,2.450390500000012
2020-07-11 19:00:00,2.083333000000003
2020-07-11 20:00:00,3.6475270833333298
2020-07-11 21:00:00,8.433333499999996
2020-07-11 22:00:00,4.2744803333333365
2020-07-11 23:00:00,1.6074218333333263
2020-07-12 00:00:00,1.173566833333339
2020-07-12 01:00:00,1.5829423333333352
2020-07-12 02:00:00,1.0002607500000025
2020-07-12 03:00:00,1.874218083333332
2020-07-12 04:00:00,1.0989579166666772
2020-07-12 05:00:00,-0.17408850000001053
2020-07-12 06:00:00,4.09895908333332
2020-07-12 07:00:00,6.226041500000008
2020-07-12 08:00:00,0.9490884999999948
2020-07-12 09:00:00,1.88385366666666
2020-07-12 10:00:00,1.616145749999987
2020-07-12 11:00:00,1.8584637499999983
2020-07-12 12:00:00,2.651172250000002
2020-07-12 13:00:00,8.915104416666663
2020-07-12 14:00:00,4.6722660000000005
2020-07-12 15:00:00,1.941666083333331
2020-07-12 16:00:00,2.733333833333333
2020-07-12 17:00:00,2.3917974166666767
2020-07-12 18:00:00,2.9000002500000046
2020-07-12 19:00:00,3.866926916666664
2020-07-12 20:00:00,1.4411470833333482
2020-07-12 21:00:00,1.9592445833333367
2020-07-12 22:00:00,1.8246079999999976
2020-07-12 23:00:00,1.066926500000001
2020-07-13 00:00:00,3.38372425
2020-07-13 01:00:00,2.1600241666666453
2020-07-13 02:00:00,2.2829436666666614
2020-07-13 03:00:00,0.38268275000000784
2020-07-13 04:00:00,-0.08398341666666198
2020-07-13 05:00:00,-0.3250004166666827
2020-07-13 06:00:00,2.633203833333333
2020-07-13 07:00:00,3.0652344166666623
2020-07-13 08:00:00,3.324610583333353
2020-07-13 09:00:00,3.2835937500000014
2020-07-13 10:00:00,2.409243583333321
2020-07-13 11:00:00,4.524999333333334
2020-07-13 12:00:00,7.074868749999987
2020-07-13 13:00:00,2.9259120000000114
2020-07-13 14:00:00,3.0498698333333323
2020-07-13 15:00:00,2.9002611666666667
2020-07-13 16:00:00,6.791536333333339
2020-07-13 17:00:00,7.374999916666668
2020-07-13 18:00:00,1.5253904999999857
2020-07-13 19:00:00,2.32461
2020-07-13 20:00:00,2.900910666666661
2020-07-13 21:00:00,1.1175785000000076
2020-07-13 22:00:00,1.4837237500000033
2020-07-13 23:00:00,1.5190097499999953
2020-07-14 00:00:00,1.6085945000000024
2020-07-14 01:00:00,1.1239593333333318
2020-07-14 02:00:00,2.5759125833333343
2020-07-14 03:00:00,3.091927416666657
2020-07-14 04:00:00,1.3229174999999955
2020-07-14 05:00:00,-0.3748700000000085
2020-07-14 06:00:00,-0.7661452500000223
2020-07-14 07:00:00,2.716536166666664
2020-07-14 08:00:00,6.65052133333333
2020-07-14 09:00:00,4.857682333333344
2020-07-14 10:00:00,2.298959083333329
2020-07-14 11:00:00,2.7001305
2020-07-14 12:00:00,1.9928378333333256
2020-07-14 13:00:00,6.658333583333332
2020-07-14 14:00:00,7.691015416666667
2020-07-14 15:00:00,2.7838539999999905
2020-07-14 16:00:00,3.1916662499999973
2020-07-14 17:00:00,2.6496099166666625
2020-07-14 18:00:00,4.523828833333326
2020-07-14 19:00:00,2.6587246666666715
2020-07-14 20:00:00,6.433334666666667
2020-07-14 21:00:00,8.040234583333337
2020-07-14 22:00:00,1.108332583333329
2020-07-14 23:00:00,2.1007812500000043
2020-07-15 00:00:00,2.9255213333333434
2020-07-15 01:00:00,2.6743497500000046
2020-07-15 02:00:00,5.691276333333335
2020-07-15 03:00:00,9.50729216666666
2020-07-15 04:00:00,1.2072919999999885
2020-07-15 05:00:00,1.1830735000000059
