,Delta
2020-09-06 23:00:00,0.399479333333332
2020-09-07 00:00:00,0.35091183333332765
2020-09-07 01:00:00,0.34036483333333223
2020-09-07 02:00:00,-0.023957833333327017
2020-09-07 03:00:00,0.4908855833333377
2020-09-07 04:00:00,0.30794233333332954
2020-09-07 05:00:00,0.4257815833333325
2020-09-07 06:00:00,0.04166558333331949
2020-09-07 07:00:00,-0.20013108333334628
2020-09-07 08:00:00,-0.43294266666668335
2020-09-07 09:00:00,-0.7183584999999937
2020-09-07 10:00:00,-0.9583334166666616
2020-09-07 11:00:00,1.183723916666672
2020-09-07 12:00:00,0.5497390833333213
2020-09-07 13:00:00,0.13320333333332712
2020-09-07 14:00:00,0.5679681666666596
2020-09-07 15:00:00,0.6678379166666772
2020-09-07 16:00:00,0.4002606666666679
2020-09-07 17:00:00,-0.11705766666667472
2020-09-07 18:00:00,0.525651333333343
2020-09-07 19:00:00,0.03398416666666293
2020-09-07 20:00:00,-0.2583344166666848
2020-09-07 21:00:00,-0.4570303333333285
2020-09-07 22:00:00,-0.5161472500000102
2020-09-07 23:00:00,-0.6859360833333312
2020-09-08 00:00:00,-0.7515633333333441
2020-09-08 01:00:00,-0.8151054166666682
2020-09-08 02:00:00,-0.8721350833333191
2020-09-08 03:00:00,-0.9828124999999944
2020-09-08 04:00:00,-1.059375750000001
2020-09-08 05:00:00,-1.016016416666652
2020-09-08 06:00:00,-1.0088539166666737
2020-09-08 07:00:00,-1.086977416666656
2020-09-08 08:00:00,-1.1031242500000076
2020-09-08 09:00:00,-1.1184906666666734
2020-09-08 10:00:00,-1.0414065833333552
2020-09-08 11:00:00,-1.075780999999992
2020-09-08 12:00:00,-1.1002603333333454
2020-09-08 13:00:00,-1.0835934166666732
2020-09-08 14:00:00,-0.9250000000000114
2020-09-08 15:00:00,-0.9833333333333484
2020-09-08 16:00:00,-0.9999984999999824
2020-09-08 17:00:00,-1.0923172500000151
2020-09-08 18:00:00,-1.0993499166666538
2020-09-08 19:00:00,-1.1449220000000082
2020-09-08 20:00:00,-1.0984366666666645
2020-09-08 21:00:00,-1.131250333333348
2020-09-08 22:00:00,-1.1250002499999852
2020-09-08 23:00:00,-1.2255196666666848
2020-09-09 00:00:00,-1.1945317499999888
2020-09-09 01:00:00,-1.1989570000000072
2020-09-09 02:00:00,-1.2583339999999907
2020-09-09 03:00:00,-1.2084627499999812
2020-09-09 04:00:00,-1.1928376666666691
2020-09-09 05:00:00,-1.1992197499999762
2020-09-09 06:00:00,-1.1540359999999763
2020-09-09 07:00:00,-1.1718745833333344
2020-09-09 08:00:00,-1.1494784999999863
2020-09-09 09:00:00,-1.0416670000000041
2020-09-09 10:00:00,-1.0916649166666446
2020-09-09 11:00:00,-1.0499989999999926
2020-09-09 12:00:00,-0.98333333333332
2020-09-09 13:00:00,-0.8927081666666652
2020-09-09 14:00:00,-0.8286441666666562
2020-09-09 15:00:00,-0.7869792500000017
2020-09-09 16:00:00,-0.7682302500000021
2020-09-09 17:00:00,-0.8125001666666591
2020-09-09 18:00:00,-0.8276028333333159
2020-09-09 19:00:00,-0.833332916666663
2020-09-09 20:00:00,-0.875
2020-09-09 21:00:00,-0.9164070833333112
2020-09-09 22:00:00,-0.9591145833333314
2020-09-09 23:00:00,-1.0326828333333324
2020-09-10 00:00:00,-1.0489590000000035
2020-09-10 01:00:00,-0.9916664166666678
2020-09-10 02:00:00,-1.074998750000006
2020-09-10 03:00:00,-1.042187333333331
2020-09-10 04:00:00,-1.0828131666666678
2020-09-10 05:00:00,-1.0412766666666613
2020-09-10 06:00:00,-0.9994796666666588
2020-09-10 07:00:00,-1.0270820833333332
2020-09-10 08:00:00,-0.9734382499999938
2020-09-10 09:00:00,-0.9411468333333346
2020-09-10 10:00:00,-0.9312499999999986
2020-09-10 11:00:00,-0.8820301666666595
2020-09-10 12:00:00,-0.7993496666666644
2020-09-10 13:00:00,-0.6500003333333382
2020-09-10 14:00:00,-0.6492178333333243
2020-09-10 15:00:00,-0.6162769166666848
2020-09-10 16:00:00,-0.6179679166666716
2020-09-10 17:00:00,-0.6484357499999973
2020-09-10 18:00:00,-0.7083328333333156
2020-09-10 19:00:00,-0.8489586666666611
2020-09-10 20:00:00,-0.9497396666666588
2020-09-10 21:00:00,-0.9916669166666736
2020-09-10 22:00:00,-1.0833340000000078
2020-09-10 23:00:00,-1.0666665833333298
2020-09-11 00:00:00,-1.105730500000007
2020-09-11 01:00:00,-1.08749774999999
2020-09-11 02:00:00,-1.1634110000000106
2020-09-11 03:00:00,-1.2010439999999958
2020-09-11 04:00:00,-1.217710666666676
2020-09-11 05:00:00,-1.326433999999999
2020-09-11 06:00:00,-1.379557499999997
2020-09-11 07:00:00,-1.3186212500000067
2020-09-11 08:00:00,-1.3427108333333493
2020-09-11 09:00:00,-1.3166659166666577
2020-09-11 10:00:00,-1.1000007500000135
2020-09-11 11:00:00,-0.9580729166666586
2020-09-11 12:00:00,-0.9338538333333304
2020-09-11 13:00:00,-0.9505205833333364
2020-09-11 14:00:00,-0.96653624999999
2020-09-11 15:00:00,-1.0161454166666672
2020-09-11 16:00:00,-1.1296867499999903
2020-09-11 17:00:00,-1.1572942499999854
2020-09-11 18:00:00,-1.3367198333333334
2020-09-11 19:00:00,-1.3958343333333405
2020-09-11 20:00:00,-1.3878914166666618
2020-09-11 21:00:00,-1.427084833333346
2020-09-11 22:00:00,-1.3688809166666758
2020-09-11 23:00:00,-1.2173157499999905
2020-09-12 00:00:00,-1.1833344166666822
2020-09-12 01:00:00,-1.0661460833333365
2020-09-12 02:00:00,-0.9911445833333232
2020-09-12 03:00:00,-0.9748698333333294
2020-09-12 04:00:00,-0.9166668333333234
2020-09-12 05:00:00,-0.9182294999999954
2020-09-12 06:00:00,-0.8915358333333288
2020-09-12 07:00:00,-0.9500016666666796
2020-09-12 08:00:00,-0.9500005000000088
2020-09-12 09:00:00,-0.941796333333336
2020-09-12 10:00:00,3.033071416666665
2020-09-12 11:00:00,0.5677080833333292
2020-09-12 12:00:00,0.4230477500000092
2020-09-12 13:00:00,0.4916661666666613
2020-09-12 14:00:00,-0.05937583333331986
2020-09-12 15:00:00,0.5333337500000113
2020-09-12 16:00:00,0.5173175833333303
2020-09-12 17:00:00,-0.0393240833333337
2020-09-12 18:00:00,0.5333334999999977
2020-09-12 19:00:00,0.016015166666669245
2020-09-12 20:00:00,0.5085935000000035
2020-09-12 21:00:00,-0.23398449999999826
2020-09-12 22:00:00,-0.4499992499999976
2020-09-12 23:00:00,-0.6166662499999944
2020-09-13 00:00:00,-0.7247404166666556
2020-09-13 01:00:00,-0.8261707499999957
2020-09-13 02:00:00,-0.916145583333332
2020-09-13 03:00:00,-0.916667000000004
2020-09-13 04:00:00,-1.0171874166666726
2020-09-13 05:00:00,-1.025521083333352
2020-09-13 06:00:00,-1.1423184999999876
2020-09-13 07:00:00,-1.2507835000000114
2020-09-13 08:00:00,-1.166665166666654
2020-09-13 09:00:00,-1.2174479166666714
2020-09-13 10:00:00,-1.3411451666666707
2020-09-13 11:00:00,-1.0824219166666609
2020-09-13 12:00:00,1.775390916666666
2020-09-13 13:00:00,0.3669280833333204
2020-09-13 14:00:00,0.4662760833333408
2020-09-13 15:00:00,0.4582031666666566
2020-09-13 16:00:00,0.5742190833333325
2020-09-13 17:00:00,0.04999949999999132
2020-09-13 18:00:00,0.4343751666666691
2020-09-13 19:00:00,0.03216175000000021
2020-09-13 20:00:00,-0.08372358333334518
2020-09-13 21:00:00,-0.3738279166666558
2020-09-13 22:00:00,-0.5257818333333262
2020-09-13 23:00:00,-0.6148429999999863
2020-09-14 00:00:00,-0.6906264166666745
2020-09-14 01:00:00,-0.8166663333333304
2020-09-14 02:00:00,-0.9166655833333336
2020-09-14 03:00:00,-1.0229165000000011
2020-09-14 04:00:00,-1.1333320833333218
2020-09-14 05:00:00,-1.21132741666667
2020-09-14 06:00:00,-1.2250020833333366
2020-09-14 07:00:00,-1.2583343333333374
2020-09-14 08:00:00,-1.208983583333335
2020-09-14 09:00:00,-1.217058250000008
2020-09-14 10:00:00,3.4828117499999958
2020-09-14 11:00:00,2.1666670833333304
2020-09-14 12:00:00,2.9748709166666742
2020-09-14 13:00:00,3.1756505833333293
2020-09-14 14:00:00,3.2260418333333263
2020-09-14 15:00:00,3.3013028333333314
2020-09-14 16:00:00,3.2924480833333334
2020-09-14 17:00:00,3.5402337500000067
2020-09-14 18:00:00,0.6907560833333264
2020-09-14 19:00:00,0.20768333333332126
2020-09-14 20:00:00,0.05025966666666193
2020-09-14 21:00:00,0.008983666666665613
2020-09-14 22:00:00,-0.3828130833333319
2020-09-14 23:00:00,-0.5677074166666642
2020-09-15 00:00:00,-0.649349000000015
2020-09-15 01:00:00,-0.6697905000000048
2020-09-15 02:00:00,-0.7638024999999901
2020-09-15 03:00:00,-0.7832024166666685
2020-09-15 04:00:00,-0.8244808333333324
2020-09-15 05:00:00,-0.8911470000000179
2020-09-15 06:00:00,-1.0666659166666648
2020-09-15 07:00:00,-1.1249977499999844
2020-09-15 08:00:00,1.7911462499999968
2020-09-15 09:00:00,1.98333375
2020-09-15 10:00:00,1.991276333333332
2020-09-15 11:00:00,2.9570315833333254
2020-09-15 12:00:00,3.425651416666668
2020-09-15 13:00:00,4.1730466666666635
2020-09-15 14:00:00,5.558203166666658
2020-09-15 15:00:00,4.783724666666672
2020-09-15 16:00:00,4.567837416666663
2020-09-15 17:00:00,4.624609833333338
2020-09-15 18:00:00,0.942186916666664
2020-09-15 19:00:00,0.3244792500000173
2020-09-15 20:00:00,0.35820333333334986
2020-09-15 21:00:00,-0.0981779166666712
2020-09-15 22:00:00,0.2907557500000024
2020-09-15 23:00:00,0.29101599999998484
2020-09-16 00:00:00,-0.06549391666667502
2020-09-16 01:00:00,0.4338534166666789
2020-09-16 02:00:00,0.5826825000000042
2020-09-16 03:00:00,0.05833325000000401
2020-09-16 04:00:00,-0.28424541666668546
2020-09-16 05:00:00,0.22617225000000474
2020-09-16 06:00:00,2.598177583333346
2020-09-16 07:00:00,1.7842449166666512
2020-09-16 08:00:00,2.3916661666666528
2020-09-16 09:00:00,2.6010411666666684
2020-09-16 10:00:00,2.9828125000000014
2020-09-16 11:00:00,3.4492197500000183
2020-09-16 12:00:00,4.158854166666656
2020-09-16 13:00:00,4.316927333333325
2020-09-16 14:00:00,4.816016250000012
2020-09-16 15:00:00,4.275521083333332
2020-09-16 16:00:00,4.498697583333326
2020-09-16 17:00:00,4.200261750000003
2020-09-16 18:00:00,0.633463666666664
2020-09-16 19:00:00,0.3759124166666652
2020-09-16 20:00:00,-0.05000049999998879
2020-09-16 21:00:00,-0.11549591666667425
2020-09-16 22:00:00,-0.44973958333332575
2020-09-16 23:00:00,-0.5343753333333439
2020-09-17 00:00:00,-0.6673158333333191
2020-09-17 01:00:00,-0.657682500000007
2020-09-17 02:00:00,-0.7662786666666648
2020-09-17 03:00:00,-0.7833340833333509
2020-09-17 04:00:00,-0.8750012500000253
2020-09-17 05:00:00,-0.9583345833333468
2020-09-17 06:00:00,-0.9916676666666716
2020-09-17 07:00:00,-1.0249992499999865
2020-09-17 08:00:00,-1.0669269999999995
2020-09-17 09:00:00,-1.2924480833333334
2020-09-17 10:00:00,3.8602866666666666
2020-09-17 11:00:00,2.1252609166666687
2020-09-17 12:00:00,2.8235683333333266
2020-09-17 13:00:00,2.5589842499999875
2020-09-17 14:00:00,3.3432295000000067
2020-09-17 15:00:00,3.2247403333333367
2020-09-17 16:00:00,2.6255208333333115
2020-09-17 17:00:00,3.1417973333333435
2020-09-17 18:00:00,0.6729172500000047
2020-09-17 19:00:00,-0.07604058333331665
2020-09-17 20:00:00,-0.26666708333332423
2020-09-17 21:00:00,-0.313541833333332
2020-09-17 22:00:00,-0.3489564999999999
2020-09-17 23:00:00,-0.408332250000008
2020-09-18 00:00:00,-0.4749999166666399
2020-09-18 01:00:00,-0.6166651666666567
2020-09-18 02:00:00,-0.6499974999999978
2020-09-18 03:00:00,-0.7166651666666439
2020-09-18 04:00:00,-0.7748688333333362
2020-09-18 05:00:00,-0.7997379166666647
2020-09-18 06:00:00,-0.8828129999999916
2020-09-18 07:00:00,-1.024999083333313
2020-09-18 08:00:00,-1.1749984999999867
2020-09-18 09:00:00,-1.3075528333333324
2020-09-18 10:00:00,-1.342447500000013
2020-09-18 11:00:00,-1.2580735000000158
2020-09-18 12:00:00,-1.21640716666667
2020-09-18 13:00:00,-1.4162757500000112
2020-09-18 14:00:00,-1.6239579166666689
2020-09-18 15:00:00,-1.692057416666671
2020-09-18 16:00:00,-1.581509666666669
2020-09-18 17:00:00,-1.5444009999999937
2020-09-18 18:00:00,-1.7270824166666543
2020-09-18 19:00:00,-1.8177071666666649
2020-09-18 20:00:00,-1.975129666666668
2020-09-18 21:00:00,-2.1587245000000195
2020-09-18 22:00:00,-2.4252600000000086
2020-09-18 23:00:00,-2.6326821666666547
2020-09-19 00:00:00,-2.8342453333333424
2020-09-19 01:00:00,-2.950521333333341
2020-09-19 02:00:00,-3.0251300000000114
2020-09-19 03:00:00,-3.1406249166666456
2020-09-19 04:00:00,-3.1742186666666754
2020-09-19 05:00:00,-3.258724000000015
2020-09-19 06:00:00,-3.2988284999999915
2020-09-19 07:00:00,-3.301171833333342
2020-09-19 08:00:00,-3.351171833333332
2020-09-19 09:00:00,-2.9247399999999932
2020-09-19 10:00:00,-2.1907563333333466
2020-09-19 11:00:00,-1.9591147499999977
2020-09-19 12:00:00,-1.957551500000008
2020-09-19 13:00:00,2.516796333333339
2020-09-19 14:00:00,1.0579438333333329
2020-09-19 15:00:00,0.024348666666661245
2020-09-19 16:00:00,0.4923174166666726
2020-09-19 17:00:00,0.3334644999999909
2020-09-19 18:00:00,0.01510433333332628
2020-09-19 19:00:00,-0.15781283333333107
2020-09-19 20:00:00,-0.3341142500000132
2020-09-19 21:00:00,-0.3339837499999945
2020-09-19 22:00:00,-0.3753896666666563
2020-09-19 23:00:00,-0.4674459999999954
2020-09-20 00:00:00,-0.5756500000000102
2020-09-20 01:00:00,-0.6520838333333359
2020-09-20 02:00:00,-0.7749990833333271
2020-09-20 03:00:00,-0.8999990000000082
2020-09-20 04:00:00,-0.9917968333333321
2020-09-20 05:00:00,-1.1093749999999858
2020-09-20 06:00:00,-1.1890621666666732
2020-09-20 07:00:00,-1.2500002499999925
2020-09-20 08:00:00,-1.3743494166666466
2020-09-20 09:00:00,-1.4162769166666749
2020-09-20 10:00:00,0.5166664166666664
2020-09-20 11:00:00,1.5673174166666684
2020-09-20 12:00:00,0.3820320000000095
2020-09-20 13:00:00,0.66744791666666
2020-09-20 14:00:00,0.5920570833333301
2020-09-20 15:00:00,0.3923182500000095
2020-09-20 16:00:00,-0.018358583333323963
2020-09-20 17:00:00,0.7080732500000053
2020-09-20 18:00:00,-0.016275500000006105
2020-09-20 19:00:00,-0.03359316666664114
2020-09-20 20:00:00,-0.2830730000000017
2020-09-20 21:00:00,-0.4683594166666651
2020-09-20 22:00:00,-0.5490873333333255
2020-09-20 23:00:00,-0.5807276666666468
2020-09-21 00:00:00,-0.7414060833333167
2020-09-21 01:00:00,-0.8158856666666452
2020-09-21 02:00:00,-0.8238284999999976
2020-09-21 03:00:00,-0.9496094999999868
2020-09-21 04:00:00,-0.9749999999999944
2020-09-21 05:00:00,-1.0502603333333482
2020-09-21 06:00:00,-0.9997396666666702
2020-09-21 07:00:00,-1.066666666666677
2020-09-21 08:00:00,-1.0584635833333351
2020-09-21 09:00:00,0.7070314166666662
2020-09-21 10:00:00,2.316796999999987
2020-09-21 11:00:00,2.8649742500000097
2020-09-21 12:00:00,2.6338539999999995
2020-09-21 13:00:00,3.3075520833333267
2020-09-21 14:00:00,3.366535333333317
2020-09-21 15:00:00,3.6657548333333234
2020-09-21 16:00:00,4.108333833333326
2020-09-21 17:00:00,3.4744783333333302
2020-09-21 18:00:00,0.5093747499999992
2020-09-21 19:00:00,0.4009114166666805
2020-09-21 20:00:00,0.1841140000000081
2020-09-21 21:00:00,0.4166658333333402
2020-09-21 22:00:00,0.06575583333331991
2020-09-21 23:00:00,-0.2003915833333494
2020-09-22 00:00:00,-0.4404952499999979
2020-09-22 01:00:00,-0.6606752499999828
2020-09-22 02:00:00,-0.7664064999999951
2020-09-22 03:00:00,-0.8182286666666556
2020-09-22 04:00:00,-0.8156252500000107
2020-09-22 05:00:00,-0.9091130833333309
2020-09-22 06:00:00,-1.008203166666668
2020-09-22 07:00:00,-1.0583324166666728
2020-09-22 08:00:00,1.6921875000000028
2020-09-22 09:00:00,2.492838583333338
2020-09-22 10:00:00,2.483203666666647
2020-09-22 11:00:00,3.0923177499999994
2020-09-22 12:00:00,4.548828583333332
2020-09-22 13:00:00,6.024219916666674
2020-09-22 14:00:00,6.125129833333317
2020-09-22 15:00:00,6.133595750000005
2020-09-22 16:00:00,5.374349916666689
2020-09-22 17:00:00,4.674220166666687
2020-09-22 18:00:00,1.1173182500000038
2020-09-22 19:00:00,0.5661453333333313
2020-09-22 20:00:00,0.08281400000000616
2020-09-22 21:00:00,0.4993484999999964
2020-09-22 22:00:00,-0.01692725000001616
2020-09-22 23:00:00,-0.3082037500000183
2020-09-23 00:00:00,-0.5166666666666657
2020-09-23 01:00:00,-0.7096355833333448
2020-09-23 02:00:00,-0.8244795000000025
2020-09-23 03:00:00,-0.9755208333333272
2020-09-23 04:00:00,-1.0833328333333228
2020-09-23 05:00:00,-1.1984365833333186
2020-09-23 06:00:00,-1.283333083333332
2020-09-23 07:00:00,-1.4156252499999835
2020-09-23 08:00:00,3.4174478333333416
2020-09-23 09:00:00,3.1414054999999976
2020-09-23 10:00:00,3.0076819166666557
2020-09-23 11:00:00,3.966926833333332
2020-09-23 12:00:00,5.100390333333323
2020-09-23 13:00:00,5.125129749999998
2020-09-23 14:00:00,5.098959166666674
2020-09-23 15:00:00,5.415624749999991
2020-09-23 16:00:00,5.050391083333332
2020-09-23 17:00:00,5.772917916666657
2020-09-23 18:00:00,1.1175784166666745
2020-09-23 19:00:00,0.6509121666666715
2020-09-23 20:00:00,-0.04244808333332628
2020-09-23 21:00:00,0.6312509166666587
2020-09-23 22:00:00,0.05859300000000189
2020-09-23 23:00:00,-0.06562474999998358
2020-09-24 00:00:00,-0.3773436666666683
2020-09-24 01:00:00,-0.532162249999999
2020-09-24 02:00:00,-0.6354162500000058
2020-09-24 03:00:00,-0.7503895000000043
2020-09-24 04:00:00,-0.7998707500000037
2020-09-24 05:00:00,-0.8682284999999936
2020-09-24 06:00:00,-0.9244804166666754
2020-09-24 07:00:00,-1.0412756666666567
2020-09-24 08:00:00,1.7412758333333258
2020-09-24 09:00:00,2.633202583333329
2020-09-24 10:00:00,3.1826821666666736
2020-09-24 11:00:00,4.7588529166666556
2020-09-24 12:00:00,4.766797833333335
2020-09-24 13:00:00,4.56705791666667
2020-09-24 14:00:00,5.850129500000008
2020-09-24 15:00:00,4.773829166666651
2020-09-24 16:00:00,4.058072749999994
2020-09-24 17:00:00,4.09986958333333
2020-09-24 18:00:00,0.5751312500000125
2020-09-24 19:00:00,0.6233070833333372
2020-09-24 20:00:00,0.5427071666666734
2020-09-24 21:00:00,-0.05950408333333713
2020-09-24 22:00:00,0.448828083333332
2020-09-24 23:00:00,0.5901047499999734
2020-09-25 00:00:00,0.10104166666666714
2020-09-25 01:00:00,0.3497388333333333
2020-09-25 02:00:00,-0.05976566666667792
2020-09-25 03:00:00,-0.3572910833333367
2020-09-25 04:00:00,-0.5690106666666637
2020-09-25 05:00:00,-0.7002606666666651
2020-09-25 06:00:00,-0.7579436666666766
2020-09-25 07:00:00,-0.9161456666666724
2020-09-25 08:00:00,3.957942916666674
2020-09-25 09:00:00,2.6829419166666644
2020-09-25 10:00:00,3.3005211666666696
2020-09-25 11:00:00,4.508593333333336
2020-09-25 12:00:00,5.033983749999983
2020-09-25 13:00:00,4.991015250000004
2020-09-25 14:00:00,5.782422083333337
2020-09-25 15:00:00,5.049868916666668
2020-09-25 16:00:00,4.882682333333335
2020-09-25 17:00:00,5.05143108333332
2020-09-25 18:00:00,1.8166664166666704
2020-09-25 19:00:00,0.69205616666666
2020-09-25 20:00:00,1.1579437500000012
2020-09-25 21:00:00,1.2750007500000038
2020-09-25 22:00:00,0.8910155000000017
2020-09-25 23:00:00,0.9160158333333256
2020-09-26 00:00:00,0.6501310833333278
2020-09-26 01:00:00,0.5994790833333212
2020-09-26 02:00:00,0.0739586666666554
2020-09-26 03:00:00,0.6403656666666677
2020-09-26 04:00:00,0.5337234166666676
2020-09-26 05:00:00,-0.04804716666666309
2020-09-26 06:00:00,0.6511724166666681
2020-09-26 07:00:00,0.6825521666666674
2020-09-26 08:00:00,0.4578129166666826
2020-09-26 09:00:00,0.4503894999999858
2020-09-26 10:00:00,0.5898450833333442
2020-09-26 11:00:00,0.5160160000000005
2020-09-26 12:00:00,0.5253901666666607
2020-09-26 13:00:00,0.5164064166666691
2020-09-26 14:00:00,0.5157557499999825
2020-09-26 15:00:00,0.2425782500000082
2020-09-26 16:00:00,0.3570316666666642
2020-09-26 17:00:00,0.6011715000000066
2020-09-26 18:00:00,0.4845039999999941
2020-09-26 19:00:00,0.5329428333333297
2020-09-26 20:00:00,0.4498707500000023
2020-09-26 21:00:00,0.5915369999999953
2020-09-26 22:00:00,0.15025966666665624
2020-09-26 23:00:00,0.6752594166666626
2020-09-27 00:00:00,0.5907550833333346
2020-09-27 01:00:00,0.25872400000000084
2020-09-27 02:00:00,0.5154950000000014
2020-09-27 03:00:00,-0.11562499999999433
2020-09-27 04:00:00,0.5421867499999921
2020-09-27 05:00:00,0.21757825000000253
2020-09-27 06:00:00,0.1576827499999922
2020-09-27 07:00:00,0.22408950000001224
2020-09-27 08:00:00,0.5652349999999942
2020-09-27 09:00:00,0.44895800000000463
2020-09-27 10:00:00,0.4822929166666725
2020-09-27 11:00:00,-0.18372475000001032
2020-09-27 12:00:00,0.498697583333346
2020-09-27 13:00:00,-0.0332025833333347
2020-09-27 14:00:00,-0.17434958333333128
2020-09-27 15:00:00,-0.4658854166666657
2020-09-27 16:00:00,-0.6687498333333366
2020-09-27 17:00:00,-0.6351558333333429
2020-09-27 18:00:00,-0.7322900833333249
2020-09-27 19:00:00,-0.7825523333332995
2020-09-27 20:00:00,-0.8580737500000097
2020-09-27 21:00:00,-0.908333583333338
2020-09-27 22:00:00,-0.9666656666666712
2020-09-27 23:00:00,-1.041667166666663
2020-09-28 00:00:00,-1.0328130000000044
2020-09-28 01:00:00,-1.0968754166666628
2020-09-28 02:00:00,-1.1760399166666602
2020-09-28 03:00:00,-1.2411444166666783
2020-09-28 04:00:00,-1.1744772499999954
2020-09-28 05:00:00,-1.338020583333332
2020-09-28 06:00:00,-1.329167166666679
2020-09-28 07:00:00,-1.3156270000000063
2020-09-28 08:00:00,-1.3713559166666656
2020-09-28 09:00:00,-1.3312496666666718
2020-09-28 10:00:00,-1.341146083333328
2020-09-28 11:00:00,-1.2268235000000158
2020-09-28 12:00:00,-1.1585936666666683
2020-09-28 13:00:00,-1.1817710833333308
2020-09-28 14:00:00,-1.1756524166666793
2020-09-28 15:00:00,-1.2335934999999978
2020-09-28 16:00:00,-1.306251583333335
2020-09-28 17:00:00,-1.3807281666666569
2020-09-28 18:00:00,-1.3812493333333364
2020-09-28 19:00:00,-1.465623750000006
2020-09-28 20:00:00,-1.533332333333334
2020-09-28 21:00:00,-1.636457500000006
2020-09-28 22:00:00,-1.6828134166666473
2020-09-28 23:00:00,-1.8582029999999958
2020-09-29 00:00:00,-1.8843745833333472
2020-09-29 01:00:00,-2.033723583333348
2020-09-29 02:00:00,-2.058853583333338
2020-09-29 03:00:00,-2.108462750000008
2020-09-29 04:00:00,-2.1582043333333445
2020-09-29 05:00:00,-2.250259583333353
2020-09-29 06:00:00,-2.2746097500000104
2020-09-29 07:00:00,-2.3239588333333216
2020-09-29 08:00:00,-2.316665999999984
2020-09-29 09:00:00,-2.3161460833333365
2020-09-29 10:00:00,-2.016797249999989
2020-09-29 11:00:00,-1.5414069999999995
2020-09-29 12:00:00,-1.2994791666666643
2020-09-29 13:00:00,-1.282291333333326
2020-09-29 14:00:00,-1.1596350833333346
2020-09-29 15:00:00,-1.0416673333333435
2020-09-29 16:00:00,-1.018228916666672
2020-09-29 17:00:00,-1.133333333333347
2020-09-29 18:00:00,-1.2005196666666649
2020-09-29 19:00:00,-1.3341118333333384
2020-09-29 20:00:00,-1.3263035000000158
2020-09-29 21:00:00,-1.5162765000000036
2020-09-29 22:00:00,-1.5658850000000086
2020-09-29 23:00:00,-1.6325509166666805
2020-09-30 00:00:00,-1.7687504999999888
2020-09-30 01:00:00,-1.7749989166666893
2020-09-30 02:00:00,-1.7498713333333242
2020-09-30 03:00:00,-1.7666651666666695
2020-09-30 04:00:00,-1.7216150000000068
2020-09-30 05:00:00,-1.6677095833333198
2020-09-30 06:00:00,-1.6843733333333477
2020-09-30 07:00:00,-1.6330740000000006
2020-09-30 08:00:00,-1.5744806666666662
2020-09-30 09:00:00,-1.6177076666666608
2020-09-30 10:00:00,-1.5531234999999979
2020-09-30 11:00:00,-1.3674461666666744
2020-09-30 12:00:00,-1.2747399999999942
2020-09-30 13:00:00,-0.9907547499999936
2020-09-30 14:00:00,-0.9583332500000026
2020-09-30 15:00:00,-0.9153651666666603
2020-09-30 16:00:00,-0.9419272499999921
2020-09-30 17:00:00,-1.2437499999999986
2020-09-30 18:00:00,-1.3841156666666734
2020-09-30 19:00:00,-1.4828123333333352
2020-09-30 20:00:00,-1.583071833333328
2020-09-30 21:00:00,-1.6447904999999992
2020-09-30 22:00:00,-1.7079436666666508
2020-09-30 23:00:00,-1.8404946666666788
2020-10-01 00:00:00,-1.84270741666667
2020-10-01 01:00:00,-1.8580737499999884
2020-10-01 02:00:00,-1.943098333333332
2020-10-01 03:00:00,-1.8338544166666888
2020-10-01 04:00:00,-1.8328129166666685
2020-10-01 05:00:00,-1.7651030833333294
2020-10-01 06:00:00,-1.7354159999999863
2020-10-01 07:00:00,-1.7162765833333538
2020-10-01 08:00:00,-1.640755833333337
2020-10-01 09:00:00,-1.6468744166666625
2020-10-01 10:00:00,-1.590624500000004
2020-10-01 11:00:00,-1.5221351666666578
2020-10-01 12:00:00,-1.274870083333333
2020-10-01 13:00:00,-0.9583334166666688
2020-10-01 14:00:00,-0.8838542499999846
2020-10-01 15:00:00,-0.8247396666666731
2020-10-01 16:00:00,-1.0083335833333464
2020-10-01 17:00:00,-1.0749997499999964
2020-10-01 18:00:00,-1.1499980000000036
2020-10-01 19:00:00,-1.2257815000000036
2020-10-01 20:00:00,-1.276173666666665
2020-10-01 21:00:00,-1.365885833333337
2020-10-01 22:00:00,-1.3703143333333332
2020-10-01 23:00:00,-1.3752591666666591
2020-10-02 00:00:00,-1.4263034999999957
2020-10-02 01:00:00,-1.4341148333333391
2020-10-02 02:00:00,-1.4075518333333363
2020-10-02 03:00:00,-1.4601569166666692
2020-10-02 04:00:00,-1.5002599999999973
2020-10-02 05:00:00,-1.4528655833333346
2020-10-02 06:00:00,-1.523436916666668
2020-10-02 07:00:00,-1.5781244166666542
2020-10-02 08:00:00,-1.7171889166666645
2020-10-02 09:00:00,-2.058463583333335
2020-10-02 10:00:00,-2.0657547499999964
2020-10-02 11:00:00,-1.6497400833333344
2020-10-02 12:00:00,-1.4075525000000084
2020-10-02 13:00:00,-1.373957500000003
2020-10-02 14:00:00,-1.3114583333333485
2020-10-02 15:00:00,-1.5098944166666683
2020-10-02 16:00:00,-1.6989574999999988
2020-10-02 17:00:00,-1.7315085000000041
2020-10-02 18:00:00,-1.7799466666666677
2020-10-02 19:00:00,-1.80833516666668
2020-10-02 20:00:00,-1.7666664166666664
2020-10-02 21:00:00,-1.8248697500000048
