Date,kW,OAT,AHU_01_Discharge_Fan_01_Speed
2019-01-03 23:15:00,222.50900000000001,32.77083333,0.0
2019-01-03 23:30:00,219.521,32.84376653,0.0
2019-01-03 23:45:00,216.50400000000002,32.4270668,0.0
2019-01-04 00:00:00,234.422,32.41663361,0.0
2019-01-04 00:15:00,230.923,32.48959986,0.0
2019-01-04 00:30:00,224.847,32.3020668,0.0
2019-01-04 00:45:00,231.86,32.4895668,0.0
2019-01-04 01:00:00,233.24200000000002,33.21876653,0.0
2019-01-04 01:15:00,229.606,33.13546626,0.0
2019-01-04 01:30:00,236.09099999999998,33.21879959,0.0
2019-01-04 01:45:00,217.53,33.48953374,0.0
2019-01-04 02:00:00,234.886,33.21876653,0.0
2019-01-04 02:15:00,247.108,33.36459986,0.0
2019-01-04 02:30:00,215.93400000000003,34.14583333,0.0
2019-01-04 02:45:00,217.43900000000002,33.76040014,0.0
2019-01-04 03:00:00,248.24,33.49996694,0.0
2019-01-04 03:15:00,218.27700000000002,33.16663361,0.0
2019-01-04 03:30:00,223.84099999999998,32.77086639,0.0
2019-01-04 03:45:00,240.52700000000002,32.3645668,0.0
2019-01-04 04:00:00,224.44400000000002,32.84376653,0.0
2019-01-04 04:15:00,214.87,32.78126653,0.0
2019-01-04 04:30:00,234.55700000000002,31.802066800000002,0.0
2019-01-04 04:45:00,239.17,30.703100199999998,0.0
2019-01-04 05:00:00,234.21400000000003,30.79163361,0.0
2019-01-04 05:15:00,225.671,30.04166667,0.0
2019-01-04 05:30:00,238.699,30.68746694,0.0
2019-01-04 05:45:00,234.50799999999998,30.31246694,0.0
2019-01-04 06:00:00,564.501,31.052066800000002,35.69
2019-01-04 06:15:00,902.7260000000001,31.37496694,60.8
2019-01-04 06:30:00,893.8539999999999,31.65623347,60.15
2019-01-04 06:45:00,900.645,31.22913361,59.96
2019-01-04 07:00:00,873.0189999999999,30.58850034,59.9
2019-01-04 07:15:00,864.666,30.43226687,59.84
2019-01-04 07:30:00,816.887,29.96873347,59.73
2019-01-04 07:45:00,828.1669999999999,30.588533399999996,59.84
2019-01-04 08:00:00,793.2260000000001,32.04683367,59.95
2019-01-04 08:15:00,789.42,33.78120041,59.96
2019-01-04 08:30:00,760.096,34.48959986,60.02
2019-01-04 08:45:00,739.679,35.53126653,59.84
2019-01-04 09:00:00,738.815,37.22916667,59.77
2019-01-04 09:15:00,724.768,39.32290014,59.95
2019-01-04 09:30:00,712.487,41.125,59.99
2019-01-04 09:45:00,675.8589999999999,42.88543320000001,59.94
2019-01-04 10:00:00,659.7360000000001,44.69793320000001,59.91
2019-01-04 10:15:00,647.68,46.79166667,60.0
2019-01-04 10:30:00,618.518,48.23959986,59.91
2019-01-04 10:45:00,630.658,49.16666667,59.95
2019-01-04 11:00:00,587.081,50.375,59.8
2019-01-04 11:15:00,570.113,51.38540014,59.98
2019-01-04 11:30:00,552.403,52.48959986,60.07
2019-01-04 11:45:00,529.0319999999999,53.5,60.29
2019-01-04 12:00:00,538.578,54.08333333,60.7
2019-01-04 12:15:00,521.335,55.14583333,61.01
2019-01-04 12:30:00,502.543,55.90623347,61.47
2019-01-04 12:45:00,469.25699999999995,56.64583333,62.23
2019-01-04 13:00:00,478.041,57.35413361,62.9
2019-01-04 13:15:00,455.091,58.19793320000001,63.36
2019-01-04 13:30:00,445.376,58.56253306,64.06
2019-01-04 13:45:00,396.255,59.05206679999999,64.6
2019-01-04 14:00:00,397.256,59.44790014,65.15
2019-01-04 14:15:00,362.664,60.06253306,65.42
2019-01-04 14:30:00,357.55199999999996,60.41666667,65.63
2019-01-04 14:45:00,364.87,60.23956679999999,65.63
2019-01-04 15:00:00,348.75699999999995,60.53123347,65.96
2019-01-04 15:15:00,355.024,60.97916667,66.88
2019-01-04 15:30:00,347.871,60.69793320000001,67.38
2019-01-04 15:45:00,331.05300000000005,60.51040014,67.9
2019-01-04 16:00:00,341.517,59.94793320000001,68.29
2019-01-04 16:15:00,334.006,59.94793320000001,68.08
2019-01-04 16:30:00,335.681,58.30206679999999,67.38
2019-01-04 16:45:00,342.399,56.48959986,66.21
2019-01-04 17:00:00,337.30300000000005,55.83333333,0.0
2019-01-04 17:15:00,262.12,54.64580027,0.0
2019-01-04 17:30:00,239.709,52.59373347,0.0
2019-01-04 17:45:00,226.69400000000002,53.43746694,0.0
