Date,hwr,hws,oat
2017-10-26 09:30:13.469,176.6989,186.4928,38.5899
2017-10-26 09:30:13.488,176.6989,186.4928,38.5899
2017-10-26 09:30:13.606,176.6989,186.4928,38.5899
2017-10-26 09:36:38.309,176.6989,186.4928,38.5899
2017-10-26 09:44:14.107,176.6989,186.4928,38.5899
2017-10-26 09:45:14.576,176.6989,186.4928,38.3348
2017-10-26 09:45:14.594,176.6989,186.7563,38.3348
2017-10-26 09:45:14.614,154.79,186.7563,38.3348
2017-10-26 09:45:14.633,154.79,186.7563,38.3348
2017-10-26 09:45:14.662,154.79,186.7563,38.3348
2017-10-26 09:45:14.782,154.79,186.7563,38.3348
2017-10-26 09:53:57.255,154.79,186.7563,38.3348
2017-10-26 10:00:16.705,154.79,186.7563,38.0663
2017-10-26 10:00:16.731,154.79,186.7876,38.0663
2017-10-26 10:00:16.750,154.4691,186.7876,38.0663
2017-10-26 10:00:16.776,154.4691,186.7876,38.0663
2017-10-26 10:00:16.793,154.4691,186.7876,38.0663
2017-10-26 10:00:16.916,154.4691,186.7876,38.0663
2017-10-26 10:02:24.570,154.4691,186.7876,38.0663
2017-10-26 10:06:29.345,154.4691,186.7876,38.0663
2017-10-26 10:11:40.955,154.4691,186.7876,38.0663
2017-10-26 10:15:17.674,154.4691,186.7876,38.1637
2017-10-26 10:15:17.693,154.4691,173.8646,38.1637
2017-10-26 10:15:17.727,134.2412,173.8646,38.1637
2017-10-26 10:15:17.744,134.2412,173.8646,38.1637
2017-10-26 10:15:17.828,134.2412,173.8646,38.1637
2017-10-26 10:15:17.950,134.2412,173.8646,38.1637
2017-10-26 10:17:01.413,134.2412,173.8646,38.1637
2017-10-26 10:21:20.706,134.2412,173.8646,38.1637
2017-10-26 10:26:20.215,134.2412,173.8646,38.1637
2017-10-26 10:30:00.796,134.2412,173.8646,38.3232
2017-10-26 10:30:00.797,134.2412,174.1198,38.3232
2017-10-26 10:30:00.799,137.2809,174.1198,38.3232
2017-10-26 10:30:00.801,137.2809,174.1198,38.3232
2017-10-26 10:30:00.802,137.2809,174.1198,38.3232
2017-10-26 10:30:00.812,137.2809,174.1198,38.3232
2017-10-26 10:30:45.232,137.2809,174.1198,38.3232
2017-10-26 10:37:17.130,137.2809,174.1198,38.3232
2017-10-26 10:43:03.291,137.2809,174.1198,38.3232
2017-10-26 10:45:07.982,137.2809,174.1198,38.4025
2017-10-26 10:45:07.999,137.2809,172.7084,38.4025
2017-10-26 10:45:08.015,135.2598,172.7084,38.4025
2017-10-26 10:45:08.033,135.2598,172.7084,38.4025
2017-10-26 10:45:08.050,135.2598,172.7084,38.4025
2017-10-26 10:45:08.170,135.2598,172.7084,38.4025
2017-10-26 10:48:53.530,135.2598,172.7084,38.4025
2017-10-26 10:54:26.756,135.2598,172.7084,38.4025
2017-10-26 10:58:50.112,135.2598,172.7084,38.4025
2017-10-26 11:00:07.708,135.2598,172.7084,38.779
2017-10-26 11:00:07.728,135.2598,174.9143,38.779
2017-10-26 11:00:07.747,133.8211,174.9143,38.779
2017-10-26 11:00:07.781,133.8211,174.9143,38.779
2017-10-26 11:00:07.801,133.8211,174.9143,38.779
